StartDate,EndDate,Finished,DistributionChannel,UserLanguage,Q0.1,Q0.2,Q0.2_4_TEXT,Q0.3,Q0.4,Q0.4_8_TEXT,0.4_1,Q0.5,Q0.6,Q0.7,,Q0.8_1,Q0.8_2,Q0.8_3,Q0.8_4,Q1.1_1,Q1.1_2,Q1.1_3,Q1.1_4,Q1.2_1,Q1.2_2,Q1.2_3,Q1.2_4,Q1.2_5,Q1.2_6,Q1.2_7,Q1.2_8,Q1.2_9,Q1.2_10,Q1.2_10_TEXT,Q1.3_1,Q1.3_2,Q1.3_3,Q1.3_4,Q1.3_5,Q1.3_6,Q1.3_7,Q1.3_8,Q1.3_9,Q1.3_10,Q1.3_10_TEXT,Q1.4_1,Q1.4_2,Q1.4_3,Q1.4_4,Q1.4_5,Q1.5,Q2.1_1,Q2.1_2,Q2.1_3,Q2.1_4,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q3.1,Q3.1.1,3.1.1_4_TEXT,Q3.2,Q3.3,Q3.4_1,Q3.4_2,Q3.4_3,Q3.4_4,Q3.4_5,Q3.4_6,,Q4.1,Q4.1.1,Q4.2_1,Q4.2_2,Q4.2_3,Q4.2_4,Q4.2_5,Q4.2_6,Q4.2_7,Q4.2_8,Q4.2_9,Q4.2_9_TEXT,Q4.3_1,Q4.3_2,Q4.3_3,Q4.3_4,,Q4.4_1,Q4.4_2,Q4.4_3,Q4.4_4,,Q4.5,Q5.1,Q5.1_8_TEXT,Q5.2,Q5.3_1,Q5.3_2,Q5.3_3,Q5.3_4,Q5.3_5,Q5.3_6,Q5.4_1,Q5.4_2,Q5.4_3,Q5.4_4,Q5.4_5,Q5.4_6,Q6.1_1,Q6.1_2,Q6.1_3,Q6.1_4,Q6.1_5,Q6.1_6,Q6.1_7,,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q6.2_5,Q6.2_6,,Q6.3,Q6.4,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.2,Q7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2018 13:56,10/3/2018 14:26,TRUE,email,EN,Researchers,Educational institution,,United States of America,Manager,,Computer & information Science,55 - 64,More than 20 years,Female,,,,,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,No,Project Management,Project Management,"Languages,Development Techniques",,Languages,,,Yes,"For developing new software,For reusing existing software",,,,,,,,,,,,,,,,No,No,"Yes, but inadequate level of support",,,,Programmer,,Yes - in my current institution,Extremely important,Extremely important,Extremely important,Very important,Extremely important,Not at all important,,,,,,,,,,,,,,,,,,,,,,Yes,Not at all important,Good,Good,Good,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2018 14:30,9/26/2018 14:34,FALSE,anonymous,EN,Researchers,Industry,,United States of America,Research Software Engineer,,"Mathematical and physical sciences,Computer & information Science",45 - 54,6 - 10 years,Male,,About half the time,About half the time,Sometimes,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Class / school,,Yes,Yes,"Languages,Development Techniques,Project Management",,,,"Languages,Development Techniques,Project Management",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2018 14:26,9/26/2018 14:39,FALSE,anonymous,EN,Combination,Educational institution,,United States of America,Faculty,,Mathematical and physical sciences,65 - 74,More than 20 years,Male,,Sometimes,Most of the time,Never,Never,Primary target,Secondary target,Not at all,Not at all,20,0,20,30,30,0,0,0,0,0,,20,10,30,20,20,0,0,0,0,0,,Rarely,Rarely,Rarely,Frequently,Rarely,No,1-3 projects,1-3 projects,1-3 projects,None,Slightly supported,Moderately supported,Very supported,Very supported,Very supported,Very supported,Moderately supported,No,,,Don't know,Yes,Languages,"Languages,Development Techniques","Languages,Development Techniques","Languages,Development Techniques",Project Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2018 14:31,10/3/2018 14:43,TRUE,email,EN,Combination,Educational institution,,United States of America,Faculty,,Engineering,35 - 44,16-20 years,Male,,About half the time,About half the time,,,Secondary target,Primary target,Primary target,,10,5,30,20,20,5,5,5,0,0,,20,20,20,20,5,5,5,5,0,0,,Frequently,Frequently,Rarely,Rarely,Somewhat,Yes,1-3 projects,1-3 projects,1-3 projects,None,Slightly supported,Slightly supported,Very supported,Moderately supported,Moderately supported,Slightly supported,Moderately supported,No,,,Don't know,No,Project Management,Project Management,"Languages,Development Techniques",Development Techniques,Languages,,,No,,40,0,20,0,20,0,0,20,0,,"Yes, but inadequate level of support","Yes, but inadequate level of support",No,,,,,,,,,"Postdoc,Faculty,Other",graduate student,No - I would have to move to another institution,Moderately important,Moderately important,Very important,Very important,Very important,Not at all important,Slightly important,Not at all important,Moderately important,Not at all important,Moderately important,Very important,About half the time,Sometimes,Most of the time,Sometimes,About half the time,Sometimes,,,Most of the time,Never,Sometimes,About half the time,Never,,,No,Moderately important,Poor,Average,,Good,Stereotypes about programming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2018 14:41,10/3/2018 14:49,TRUE,email,EN,Combination,Educational institution,,United States of America,Faculty,,"Computer & information Science,Education",35 - 44,6 - 10 years,Female,,Sometimes,Sometimes,Never,Never,Not at all,Secondary target,Secondary target,Primary target,25,10,25,0,25,0,0,15,0,0,,25,10,25,15,10,0,15,0,0,0,,Frequently,Rarely,Never,Somewhat,Never,Yes,None,None,4+ projects,None,Not supported at all,Moderately supported,Very supported,Very supported,Very supported,Slightly supported,Slightly supported,Yes,Class / school,,Yes,Yes,,"Development Techniques,Project Management",,,"Languages,Development Techniques,Project Management",Languages,,Yes,For developing new software,25,0,0,0,0,0,0,75,0,,"Yes, but inadequate level of support","Yes, but inadequate level of support",No,,,,,,,,,Faculty,,No - I would have to move to another institution,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Extremely important,Not at all important,Extremely important,Moderately important,Extremely important,Extremely important,Always,Never,Always,Always,Always,Always,,,Never,Never,Never,Never,Never,Never,,No,Not at all important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2018 14:58,9/26/2018 14:59,FALSE,anonymous,EN,Combination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2018 14:21,9/26/2018 15:08,FALSE,anonymous,EN,Combination,Educational institution,,United States of America,Faculty,,Mathematical and physical sciences,55 - 64,More than 20 years,Male,,Sometimes,Most of the time,Sometimes,Never,Not at all,Primary target,Primary target,Secondary target,5,30,10,10,5,5,10,10,15,0,,5,25,20,10,5,5,10,10,10,0,,Somewhat,Somewhat,Somewhat,Frequently,Rarely,Yes,1-3 projects,4+ projects,None,1-3 projects,Slightly supported,Slightly supported,Slightly supported,Slightly supported,Slightly supported,Slightly supported,Not supported at all,No,,,No,No,"Languages,Development Techniques,Project Management",,,"Languages,Development Techniques,Project Management",,,,Yes,"For developing new software,For reusing existing software,For maintaining / sustaining software",45,0,0,45,0,0,0,0,10,university foundation,No,"Yes, but inadequate level of support",No,,,,,,,,Poor management of high-performance computational center; lack of understanding of advanced software development needs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2018 14:51,10/3/2018 15:15,TRUE,email,EN,Combination,Industry,,United States of America,Other,Software and Systems Engineer,"Engineering,Computer & information Science,Medicine,Dentistry and health",45 - 54,6 - 10 years,Male,,About half the time,About half the time,,,Not at all,Secondary target,Primary target,Primary target,10,10,30,10,15,5,5,10,5,0,,10,15,40,10,5,5,10,5,0,0,,Rarely,Somewhat,Frequently,Frequently,Rarely,No,1-3 projects,1-3 projects,1-3 projects,None,Not supported at all,Moderately supported,Very supported,Moderately supported,Moderately supported,Moderately supported,Slightly supported,Yes,"Class / school,Online self-directed",,Yes,No,Project Management,"Languages,Development Techniques,Project Management",,,"Languages,Development Techniques",,,Yes,"For developing new software,For maintaining / sustaining software",75,25,0,0,0,0,0,0,0,,"Yes, adequate level of support","Yes, adequate level of support",No,,,,,,,,Time constraints,"Postdoc,Software Developer,Programmer",,No - I would have to move to another institution,Extremely important,Slightly important,Extremely important,Extremely important,Very important,Extremely important,Not at all important,Extremely important,Extremely important,Moderately important,Extremely important,Moderately important,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,,,About half the time,Never,Never,Never,About half the time,,,Yes,Extremely important,Good,Average,Excellent,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2018 15:29,9/26/2018 15:36,FALSE,anonymous,EN,Combination,Educational institution,,United States of America,Postdoc,,Mathematical and physical sciences,25 - 34,1 - 5 years,Female,,Sometimes,Sometimes,Never,Most of the time,Secondary target,Not at all,Primary target,Secondary target,0,5,20,10,15,40,5,5,0,0,,0,10,20,5,10,30,0,5,0,20,,Frequently,Frequently,Somewhat,Somewhat,Frequently,Yes,1-3 projects,None,1-3 projects,4+ projects,,,,,,,,No,,,Yes,No,Languages,"Development Techniques,Project Management",,"Development Techniques,Project Management",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2018 15:44,10/3/2018 15:48,TRUE,email,EN,Researchers,Educational institution,,United States of America,Faculty,,Engineering,45 - 54,16-20 years,Male,,Sometimes,Most of the time,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,Development Techniques,Development Techniques,Development Techniques,Development Techniques,Development Techniques,,,No,,,,,,,,,,,,,,,,,"Yes, but inadequate level of support","Yes, but inadequate level of support","Yes, but inadequate level of support",,,,Faculty,,Don’t know,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,,,,,,,About half the time,About half the time,About half the time,About half the time,About half the time,About half the time,,,,,,,,,,No,Moderately important,Average,Average,Average,Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2018 8:25,9/26/2018 15:50,FALSE,anonymous,EN,Combination,National lab,,United States of America,Other,Assistant Computational Scientist,"Biological sciences,Mathematical and physical sciences,Engineering,Computer & information Science",25 - 34,11 - 15 years,Male,,About half the time,Sometimes,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2018 15:27,10/3/2018 16:01,TRUE,anonymous,EN,Combination,Educational institution,,United States of America,Research Engineer,,Engineering,25 - 34,6 - 10 years,Male,,Most of the time,About half the time,Sometimes,Never,Primary target,Secondary target,Secondary target,Not at all,10,15,15,5,20,20,5,5,5,0,,20,30,0,20,0,0,20,0,0,10,,Somewhat,Somewhat,Somewhat,Rarely,Rarely,No,1-3 projects,None,None,None,Not supported at all,Not supported at all,Moderately supported,Slightly supported,Slightly supported,Not supported at all,Slightly supported,No,,,Yes,Yes,"Development Techniques,Project Management",Development Techniques,"Languages,Development Techniques",Development Techniques,"Languages,Project Management",,,No,,0,95,0,0,0,0,0,5,0,,No,"Yes, but inadequate level of support","Yes, but inadequate level of support",,,,,,,,"The problems I have are: (a) There is a lack of adequate tools such as version control and hosting to handles projects with code + large datasets that need to stay together.  Most tools are code oriented. (b) Maintenance of software is a 24x7 job that is very difficult to keep up with while doing the rest of my job.  Successful projects are in some ways a curse.  (c) Securing long-term funding of software, or developing a business model around it, is difficult—it ends up being a hobby project with significant outside-of-work time spent on it.  How to monetize software, especially open-source software, so it is sustainable to develop is unclear to me.",Other,NA,Don’t know,Very important,Slightly important,Very important,Slightly important,Very important,Not at all important,Slightly important,Slightly important,Extremely important,Slightly important,Extremely important,Very important,Most of the time,Sometimes,Always,Sometimes,Never,Never,,,Always,Never,About half the time,Never,Never,,,Dependent on the position (programmer vs. faculty),Not at all important,Poor,Average,Average,Good,"Once someone is hired, things go well.  The challenge is finding people to hire.",No—most projects are done in spare time; there are no metrics of any kind.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2018 15:59,9/26/2018 16:05,FALSE,anonymous,EN,Combination,Educational institution,,United States of America,Faculty,,"Mathematical and physical sciences,Engineering",35 - 44,11 - 15 years,Female,,About half the time,Most of the time,Sometimes,Sometimes,Primary target,Secondary target,Secondary target,Secondary target,5,25,5,15,25,5,15,5,0,0,,20,20,20,20,20,0,0,0,0,0,,Somewhat,Somewhat,Frequently,Frequently,Never,No,4+ projects,1-3 projects,1-3 projects,None,Not supported at all,Not supported at all,Moderately supported,Moderately supported,Slightly supported,Not supported at all,Slightly supported,No,,,No,No,,,,,,,,Yes,"For developing new software,For reusing existing software,For maintaining / sustaining software",50,0,0,0,50,0,0,0,0,,"Yes, but inadequate level of support","Yes, but inadequate level of support",No,,,,,,,,training,"Postdoc,Research Faculty",,No - I would have to move to another institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2018 16:00,10/3/2018 16:13,TRUE,email,EN,Researchers,Educational institution,,United States of America,Faculty,,Biological sciences,65 - 74,More than 20 years,Female,,,Always,Sometimes,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,No,Project Management,"Languages,Project Management",Development Techniques,,"Languages,Development Techniques",,,No,,,,,,,,,,,,,,,,,No,"Yes, but inadequate level of support","Yes, but inadequate level of support",,,Computing power and data storage capacity ,"Software Developer,Faculty,Research Faculty",,Yes - in my current institution,Very important,Not at all important,Very important,Moderately important,Very important,Moderately important,,,,,,,Always,,Always,Most of the time,Most of the time,Most of the time,,,,,,,,,,Dependent on the position (programmer vs. faculty),Not at all important,Good,Average,Good,Excellent,Shortage of qualified URM professionals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2018 16:03,9/26/2018 16:06,FALSE,anonymous,EN,Researchers,National lab,,France,Postdoc,,Mathematical and physical sciences,25 - 34,1 - 5 years,Male,,Sometimes,Most of the time,Sometimes,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Don't know,No,,Languages,,,Languages,,,No,,,,,,,,,,,,,,,,,No,"Yes, but inadequate level of support",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2018 15:58,9/26/2018 16:03,FALSE,anonymous,EN,Combination,National lab,,France,Postdoc,,Mathematical and physical sciences,25 - 34,1 - 5 years,Male,,Sometimes,Most of the time,Sometimes,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2018 16:27,10/3/2018 16:35,TRUE,email,EN,Combination,Educational institution,,United States of America,Faculty,,Mathematical and physical sciences,35 - 44,11 - 15 years,Male,,Always,Most of the time,Never,Never,Primary target,Secondary target,Not at all,Not at all,0,20,70,5,5,0,0,0,0,0,,0,20,60,5,5,5,5,0,0,0,,Never,Never,Never,Frequently,Never,Yes,1-3 projects,None,None,None,,,,,,,,No,,,No,No,,"Languages,Development Techniques,Project Management","Languages,Development Techniques,Project Management",,,,,No,,60,0,0,0,40,0,0,0,0,,No,"Yes, but inadequate level of support",No,,,,,,,,,"Postdoc,Faculty,Research Faculty",,No - I would have to move to another institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2018 16:34,9/26/2018 16:40,FALSE,anonymous,EN,Developers,National lab,,United States of America,Manager,,Mathematical and physical sciences,55 - 64,More than 20 years,Prefer not to answer,,,,Always,,,,Primary target,,0,0,0,0,0,0,0,0,0,100,,0,0,0,0,0,0,0,0,0,100,,Frequently,Frequently,Frequently,Frequently,Frequently,No,4+ projects,4+ projects,1-3 projects,1-3 projects,Slightly supported,Slightly supported,Moderately supported,Moderately supported,Moderately supported,Moderately supported,Moderately supported,Yes,"Class / school,Online self-directed,Other",Work,Yes,Yes,"Languages,Development Techniques,Project Management","Languages,Development Techniques,Project Management",,,"Languages,Development Techniques,Project Management",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2018 16:38,9/26/2018 16:40,FALSE,anonymous,EN,Combination,Educational institution,,United States of America,Graduate Student,,Mathematical and physical sciences,25 - 34,6 - 10 years,Male,,Sometimes,About half the time,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2018 16:24,10/3/2018 16:49,TRUE,email,EN,Combination,Educational institution,,United States of America,Faculty,,Mathematical and physical sciences,75 - 84,More than 20 years,Male,,About half the time,Most of the time,Never,Never,Primary target,Primary target,Primary target,Not at all,5,5,30,10,20,10,15,4,1,0,,10,10,10,30,10,10,10,0,10,0,,Somewhat,Somewhat,Somewhat,Frequently,Never,Yes,1-3 projects,1-3 projects,None,None,Not supported at all,Not supported at all,Very supported,Moderately supported,Slightly supported,Slightly supported,Not supported at all,No,,,No,No,,,,,"Languages,Development Techniques,Project Management",,,No,,50,0,0,0,0,0,0,50,0,,"Yes, but inadequate level of support",No,"Yes, but inadequate level of support",,,,,,,,,"Postdoc,Faculty,Research Faculty",,Yes - in my current institution,,,,,,,,Not at all important,Very important,Slightly important,Moderately important,Moderately important,Never,Never,Never,Never,Never,Never,,,Sometimes,Never,Never,Never,Sometimes,,,Yes,Moderately important,Average,Average,Poor,Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2018 16:45,10/3/2018 16:53,TRUE,email,EN,Combination,Other,research medical center,United States of America,Faculty,,"Biological sciences,Mathematical and physical sciences,Medicine",45 - 54,16-20 years,Male,,Sometimes,Sometimes,Sometimes,,Not at all,Secondary target,Secondary target,Primary target,0,10,60,20,0,0,10,0,0,0,,0,10,60,20,0,0,10,0,0,0,,,,,,,Yes,1-3 projects,None,1-3 projects,None,Slightly supported,Moderately supported,Very supported,Moderately supported,Moderately supported,Moderately supported,Moderately supported,No,,,Yes,No,,"Languages,Development Techniques,Project Management",,,,,,Yes,For developing new software,25,75,0,0,0,0,0,0,0,,No,"Yes, adequate level of support",No,,,,,,,,,"Postdoc,Research Programmer,Software Developer,Programmer,Faculty,Research Faculty",,Don’t know,Moderately important,Moderately important,Very important,Very important,Very important,Slightly important,Slightly important,Not at all important,Very important,Slightly important,Very important,Extremely important,About half the time,Sometimes,Always,Always,Always,Always,,,Most of the time,Most of the time,Never,Sometimes,Sometimes,,,Yes,Moderately important,Excellent,Excellent,Excellent,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2018 16:26,9/26/2018 16:39,FALSE,anonymous,EN,Combination,Educational institution,,United States of America,Graduate Student,,Mathematical and physical sciences,18 - 24,1 - 5 years,Male,,Most of the time,Sometimes,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2018 16:38,9/26/2018 17:00,FALSE,anonymous,EN,Combination,Educational institution,,Australia,Other,Senior Research Software Scientist,Mathematical and physical sciences,35 - 44,16-20 years,Male,,Sometimes,Most of the time,,Never,Secondary target,Primary target,Primary target,Not at all,0,20,20,10,20,10,20,0,0,0,,5,20,10,20,10,10,20,1,4,0,,Somewhat,Frequently,Frequently,Rarely,Rarely,Yes,1-3 projects,1-3 projects,1-3 projects,None,Not supported at all,Not supported at all,Very supported,Very supported,Very supported,Very supported,Very supported,Yes,"Class / school,Online self-directed",,Yes,Yes,"Languages,Project Management","Languages,Project Management","Languages,Development Techniques",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2018 16:10,9/26/2018 17:18,FALSE,anonymous,EN,Combination,Educational institution,,United States of America,Faculty,,"Biological sciences,Mathematical and physical sciences,Engineering",65 - 74,More than 20 years,Male,,Sometimes,Most of the time,Never,Never,Secondary target,Secondary target,Primary target,Secondary target,0,20,20,20,10,5,5,20,0,0,,0,0,0,0,0,0,0,0,0,100,same as above,Frequently,Frequently,Frequently,Frequently,Never,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2018 17:36,9/26/2018 17:36,FALSE,anonymous,EN,Combination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2018 17:18,9/26/2018 17:40,FALSE,anonymous,EN,Developers,Educational institution,,United States of America,Research Software Engineer,,Biological sciences,18 - 24,1 - 5 years,Male,,Never,Sometimes,Most of the time,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2018 17:48,10/3/2018 17:53,TRUE,email,EN,Researchers,Educational institution,,United States of America,Faculty,,"Biological sciences,Mathematical and physical sciences",45 - 54,6 - 10 years,Female,,Most of the time,Most of the time,Sometimes,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Class / school,,Yes,No,,"Languages,Development Techniques,Project Management",,,"Languages,Development Techniques,Project Management",,,No,,,,,,,,,,,,,,,,,"Yes, but inadequate level of support","Yes, but inadequate level of support","Yes, but inadequate level of support",,,,"Research Software Engineer,Research Programmer,Software Developer,Programmer",,No - I would have to move to another institution,Very important,Slightly important,Very important,Very important,Very important,Slightly important,,,,,,,About half the time,Never,Always,About half the time,About half the time,Sometimes,,,,,,,,,,Yes,Slightly important,Average,Average,Average,Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2018 18:08,10/3/2018 18:55,TRUE,email,EN,Combination,Educational institution,,United States of America,Other,Research Scientist,"Mathematical and physical sciences,Social sciences",35 - 44,11 - 15 years,Female,,Never,Sometimes,About half the time,About half the time,Secondary target,Primary target,Secondary target,Not at all,20,20,10,15,10,5,5,10,5,0,,20,20,15,15,5,5,10,5,5,0,,Frequently,Somewhat,Somewhat,Rarely,Somewhat,Yes,None,1-3 projects,4+ projects,1-3 projects,Slightly supported,Moderately supported,Very supported,Very supported,Very supported,Slightly supported,Moderately supported,No,,,Don't know,Yes,"Languages,Project Management","Development Techniques,Project Management",,,,"Languages,Development Techniques",,Yes,For developing new software,70,0,0,0,0,0,20,10,0,,"Yes, but inadequate level of support","Yes, but inadequate level of support","Yes, adequate level of support",,,,,,,,Stable career paths for people who primarily write research-related software.,Other,Research Scientist,No - I would have to move to another institution,Extremely important,Very important,Very important,Moderately important,Extremely important,Slightly important,Moderately important,Slightly important,Extremely important,Slightly important,Moderately important,Extremely important,About half the time,Sometimes,Always,Always,Always,Sometimes,,,Sometimes,Always,Sometimes,Sometimes,Sometimes,,,Dependent on the position (programmer vs. faculty),Moderately important,Good,Good,Good,Good,"Behavior of some senior PIs in the collaboration (it's a large, multi-institution collaboration). Some PIs in the project are very good at creating and maintaining a culture of inclusion, but a few are not and can have a large impact.",Not really.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2018 19:37,9/26/2018 19:57,FALSE,anonymous,EN,Developers,Industry,,United States of America,Other,Principal scientist,Mathematical and physical sciences,45 - 54,More than 20 years,Male,,Most of the time,Sometimes,Never,Never,Not at all,Not at all,Primary target,Secondary target,0,10,35,18,20,5,2,5,5,0,,0,10,40,20,15,5,0,5,5,0,,Somewhat,Somewhat,Somewhat,Somewhat,Frequently,No,4+ projects,4+ projects,None,None,Moderately supported,Moderately supported,Very supported,Very supported,Very supported,Moderately supported,Slightly supported,No,,,Don't know,Yes,,,"Languages,Development Techniques",Development Techniques,Project Management,,,No,,0,0,0,0,0,0,0,0,100,Sale and support of software,"Yes, adequate level of support","Yes, but inadequate level of support","Yes, but inadequate level of support",,,,,,,,,Research Programmer,,Yes - in my current institution,,,,,,,Moderately important,Very important,Extremely important,Moderately important,Extremely important,Very important,Sometimes,Never,Most of the time,Sometimes,Sometimes,Never,,,Most of the time,Always,Sometimes,Always,Never,,,Yes,Extremely important,Good,Good,Good,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
